EmployeeNumber,Department,JobRole,Gender,JobLevel,MonthlyIncome,OverTime,JobSatisfaction,WorkLifeBalance,YearsSinceLastPromotion,Attrition,risk_score,risk_band
816,Research & Development,Laboratory Technician,Female,1,2319,Yes,1,3,0,Yes,0.8453525503378936,Élevé
817,Research & Development,Research Director,Male,3,11691,No,3,4,3,No,0.03225753225203109,Faible
819,Sales,Sales Executive,Female,2,5324,No,1,3,0,Yes,0.8817258508177324,Élevé
820,Research & Development,Manager,Female,4,16752,Yes,4,2,3,No,0.06582124049059197,Faible
823,Research & Development,Manufacturing Director,Female,2,5228,No,2,3,0,No,0.021741911295785493,Faible
824,Research & Development,Research Scientist,Male,1,2700,No,3,3,0,No,0.028198066877922003,Faible
825,Research & Development,Research Director,Male,5,19246,Yes,2,3,13,Yes,0.407393914436603,Moyen
826,Research & Development,Research Scientist,Female,1,2506,No,3,3,2,No,0.078849728305758,Faible
827,Research & Development,Manufacturing Director,Female,2,6062,Yes,4,3,0,No,0.3633589737180579,Moyen
828,Research & Development,Research Scientist,Male,1,4382,No,3,2,2,Yes,0.28899347029072253,Faible
829,Human Resources,Human Resources,Male,1,2143,No,2,3,0,No,0.2926557891922973,Faible
830,Research & Development,Manufacturing Director,Female,2,6162,No,3,3,6,No,0.03361166818023718,Faible
832,Research & Development,Laboratory Technician,Male,2,5094,No,3,3,0,No,0.8903308110756997,Élevé
833,Research & Development,Manufacturing Director,Female,2,6877,Yes,4,2,0,No,0.6572838426921865,Moyen
834,Research & Development,Research Scientist,Female,1,2274,No,3,3,0,No,0.19140084477791927,Faible
836,Research & Development,Manufacturing Director,Male,2,4434,No,2,2,7,No,0.2036374808032472,Faible
837,Research & Development,Healthcare Representative,Male,2,6288,No,1,2,1,No,0.39531314511874244,Moyen
838,Research & Development,Research Scientist,Female,1,2553,No,4,3,1,No,0.252905944066087,Faible
840,Sales,Sales Executive,Female,3,7654,No,4,4,7,Yes,0.08400724922087377,Faible
842,Sales,Sales Executive,Male,2,5160,No,4,2,7,Yes,0.35740212661945236,Moyen
843,Research & Development,Research Director,Male,4,17159,No,1,3,1,No,0.17649816077549838,Faible
844,Research & Development,Research Director,Male,3,12808,Yes,4,3,0,No,0.16058750678220782,Faible
845,Research & Development,Manufacturing Director,Male,3,10221,No,3,4,1,No,0.09012859603200363,Faible
846,Sales,Sales Executive,Female,2,4779,Yes,2,3,7,No,0.9307057974962595,Élevé
847,Human Resources,Human Resources,Male,1,3737,No,4,1,0,No,0.060936591692846355,Faible
848,Research & Development,Research Scientist,Female,1,2366,Yes,3,3,1,Yes,0.3403001761850323,Moyen
850,Research & Development,Research Scientist,Male,1,1706,No,4,2,0,No,0.04315636019592751,Faible
851,Sales,Manager,Female,4,16307,No,3,2,4,No,0.03174982990884424,Faible
852,Research & Development,Healthcare Representative,Male,2,5933,No,2,2,2,No,0.5031039784027189,Moyen
854,Research & Development,Research Scientist,Male,1,3424,No,1,2,0,No,0.6118224037045251,Moyen
855,Sales,Sales Executive,Male,2,4037,No,1,3,0,No,0.17069626888148223,Faible
856,Research & Development,Research Scientist,Female,1,2559,No,1,2,1,No,0.2812512366166216,Faible
857,Sales,Sales Executive,Male,2,6201,Yes,4,2,4,No,0.13035205067275224,Faible
859,Sales,Sales Executive,Male,2,4403,No,4,2,0,No,0.40269189765058533,Moyen
861,Research & Development,Research Scientist,Male,1,3761,No,4,2,0,No,0.4411298198344236,Moyen
862,Sales,Sales Executive,Female,3,10934,Yes,4,3,0,No,0.23247325822811407,Faible
864,Sales,Sales Executive,Male,3,10761,Yes,1,3,0,No,0.6018528255970103,Moyen
865,Research & Development,Research Scientist,Female,2,5175,No,3,2,1,No,0.08065557431382238,Faible
867,Research & Development,Manufacturing Director,Female,4,13826,No,4,3,0,No,0.05532809863264168,Faible
868,Sales,Sales Executive,Male,2,6334,No,3,3,0,No,0.35369965877007425,Moyen
869,Human Resources,Human Resources,Male,1,4936,No,4,3,0,No,0.07865416550495032,Faible
872,Research & Development,Manufacturing Director,Male,2,4775,No,4,1,2,No,0.3190759864507092,Faible
874,Research & Development,Laboratory Technician,Male,1,2818,Yes,4,2,0,No,0.5884200726638327,Moyen
875,Research & Development,Research Scientist,Male,1,2515,Yes,4,3,2,No,0.6713873379401305,Élevé
878,Human Resources,Human Resources,Male,1,2342,No,1,3,0,No,0.3340817333963675,Moyen
879,Sales,Sales Executive,Male,2,4194,Yes,1,3,0,No,0.6786406136528409,Élevé
880,Research & Development,Manufacturing Director,Female,3,10685,Yes,3,3,5,No,0.09468752624438911,Faible
881,Research & Development,Research Scientist,Female,1,2022,Yes,2,2,7,Yes,0.7363523730797427,Élevé
882,Research & Development,Laboratory Technician,Male,1,2314,No,4,3,0,No,0.1575142006914553,Faible
885,Sales,Sales Executive,Male,2,4256,No,1,4,0,No,0.6846230510936461,Élevé
887,Research & Development,Research Scientist,Female,1,3580,No,1,3,0,No,0.041195548801418756,Faible
888,Research & Development,Laboratory Technician,Male,1,3162,No,4,2,3,No,0.2068968854447606,Faible
889,Sales,Sales Executive,Male,2,6524,No,2,3,5,No,0.4090759653078272,Moyen
893,Sales,Sales Representative,Male,1,2899,No,2,3,1,No,0.4646824034140203,Moyen
894,Research & Development,Laboratory Technician,Female,2,5231,Yes,4,2,1,No,0.2516656033762117,Faible
895,Research & Development,Research Scientist,Male,1,2356,Yes,4,3,0,No,0.22364767154676762,Faible
896,Sales,Sales Representative,Female,1,2800,Yes,3,3,0,Yes,0.7644626539491095,Élevé
897,Sales,Sales Executive,Male,4,11836,No,4,3,2,No,0.1707889517538672,Faible
899,Research & Development,Manufacturing Director,Male,3,10903,No,2,3,4,No,0.2328856967845134,Faible
900,Sales,Sales Representative,Female,1,2973,No,4,3,0,No,0.49582283204471905,Moyen
901,Research & Development,Research Director,Female,4,14275,No,4,3,3,No,0.027907465855201638,Faible
902,Research & Development,Healthcare Representative,Female,2,5562,No,4,2,2,No,0.13529387469038096,Faible
903,Sales,Sales Executive,Female,2,4537,Yes,4,3,7,No,0.6416180532944609,Moyen
904,Sales,Sales Executive,Male,3,7642,Yes,2,3,0,No,0.7430093087359932,Élevé
905,Research & Development,Manager,Male,4,17924,No,1,3,14,No,0.11046778477816319,Faible
909,Human Resources,Human Resources,Female,2,5204,No,4,3,0,No,0.0740795808121392,Faible
910,Human Resources,Human Resources,Male,1,2277,Yes,2,4,0,No,0.44845976975192264,Moyen
911,Research & Development,Laboratory Technician,Male,1,2795,Yes,4,1,0,Yes,0.976614070491132,Élevé
912,Research & Development,Laboratory Technician,Female,1,2532,No,4,3,0,No,0.18838833317065817,Faible
913,Research & Development,Research Scientist,Male,1,2559,Yes,1,3,7,No,0.7127294969306437,Élevé
916,Sales,Sales Executive,Male,2,4908,No,4,3,0,No,0.5635293466608826,Moyen
918,Research & Development,Laboratory Technician,Male,1,2380,Yes,4,2,0,Yes,0.8957095576431346,Élevé
920,Research & Development,Manufacturing Director,Female,2,4765,No,2,4,0,No,0.37293786663124334,Moyen
922,Sales,Sales Representative,Female,1,2044,No,3,2,0,Yes,0.5526481266977704,Moyen
923,Research & Development,Research Scientist,Female,1,2693,No,4,2,0,Yes,0.11957318187202902,Faible
924,Research & Development,Healthcare Representative,Male,2,6586,Yes,4,2,4,No,0.09504521922332008,Faible
925,Sales,Sales Representative,Female,1,3294,Yes,4,2,1,No,0.6832426712840962,Élevé
926,Research & Development,Manufacturing Director,Female,2,4171,Yes,3,4,0,Yes,0.2919178150350862,Faible
927,Research & Development,Laboratory Technician,Female,1,2778,Yes,4,2,1,Yes,0.7291492689503634,Élevé
930,Research & Development,Research Scientist,Female,1,2377,No,3,3,2,No,0.11655084159304335,Faible
932,Research & Development,Laboratory Technician,Male,1,2404,Yes,1,1,2,Yes,0.925455251493321,Élevé
933,Research & Development,Research Scientist,Female,1,2318,No,3,3,0,No,0.1642359519200574,Faible
934,Research & Development,Laboratory Technician,Male,1,2008,No,2,3,1,No,0.5252435080131285,Moyen
936,Sales,Sales Executive,Female,2,6244,No,3,3,0,No,0.5474544448985442,Moyen
939,Research & Development,Research Scientist,Male,1,2799,Yes,1,3,0,No,0.7763667944787148,Élevé
940,Research & Development,Healthcare Representative,Female,3,10552,Yes,2,3,0,No,0.08409249141000606,Faible
941,Sales,Sales Representative,Male,1,2329,No,3,4,5,No,0.7107937810500481,Élevé
942,Research & Development,Healthcare Representative,Female,2,4014,Yes,4,1,0,No,0.12135810851651975,Faible
944,Research & Development,Laboratory Technician,Female,3,7403,No,2,2,1,No,0.09161913681475815,Faible
945,Research & Development,Research Scientist,Male,1,2259,No,3,2,0,No,0.06179971619058718,Faible
947,Sales,Sales Executive,Female,2,6932,No,3,2,0,No,0.11416276407525511,Faible
949,Research & Development,Research Scientist,Male,1,4678,No,4,3,0,No,0.10782031916897308,Faible
950,Research & Development,Research Director,Female,3,13582,No,1,3,5,No,0.012591863323727514,Faible
951,Research & Development,Laboratory Technician,Female,1,2332,No,2,3,0,No,0.5478495099790746,Moyen
952,Sales,Sales Representative,Male,1,2413,Yes,2,3,0,Yes,0.8989250049201012,Élevé
954,Sales,Sales Executive,Male,3,9705,No,2,2,0,No,0.6551796012135821,Moyen
956,Sales,Sales Executive,Male,2,4294,No,1,3,0,No,0.5175072717647963,Moyen
957,Research & Development,Laboratory Technician,Male,1,4721,Yes,1,3,2,No,0.24338051044743883,Faible
958,Research & Development,Laboratory Technician,Male,1,2519,No,3,3,3,No,0.2276196583510345,Faible
959,Sales,Sales Representative,Male,1,2121,Yes,2,4,0,Yes,0.9790376111858793,Élevé
960,Research & Development,Laboratory Technician,Male,1,2973,No,1,3,0,Yes,0.8831439492746633,Élevé
961,Research & Development,Healthcare Representative,Female,2,5855,Yes,4,1,8,No,0.3406816749100091,Moyen
964,Research & Development,Research Scientist,Male,1,3617,Yes,2,3,0,No,0.7512805553530756,Élevé
966,Research & Development,Manufacturing Director,Female,2,6725,No,1,4,6,No,0.14707455822242718,Faible
967,Sales,Sales Executive,Male,3,10325,Yes,4,3,3,Yes,0.41196597130424717,Moyen
969,Research & Development,Healthcare Representative,Female,2,6949,No,4,3,1,No,0.14497347672584585,Faible
970,Sales,Sales Executive,Male,3,10609,No,3,1,11,Yes,0.8255554890533412,Élevé
972,Research & Development,Laboratory Technician,Male,2,4447,No,2,2,0,No,0.08926825508950655,Faible
974,Sales,Sales Representative,Female,1,2157,No,4,3,0,No,0.5144356343537478,Moyen
975,Sales,Sales Executive,Female,2,4601,No,3,3,1,No,0.31358686224663235,Faible
976,Research & Development,Manager,Male,4,17099,No,4,2,7,No,0.00662504296131857,Faible
977,Research & Development,Research Scientist,Male,1,2479,No,3,3,0,Yes,0.2861760899206504,Faible
981,Sales,Manager,Male,4,14852,No,3,4,15,No,0.2850496432671868,Faible
982,Sales,Sales Executive,Male,3,7264,No,3,4,7,No,0.6261097584366194,Moyen
983,Sales,Sales Executive,Female,2,5666,Yes,4,3,1,No,0.8360433973708971,Élevé
984,Sales,Sales Executive,Male,3,7823,No,4,3,0,No,0.10278127515907508,Faible
985,Sales,Sales Executive,Male,3,7880,No,3,3,0,No,0.07721278952716125,Faible
986,Sales,Sales Executive,Female,4,13194,Yes,2,2,0,Yes,0.63459026545582,Moyen
987,Research & Development,Manufacturing Director,Male,2,5067,Yes,3,4,2,No,0.10765467857797305,Faible
990,Sales,Sales Executive,Male,2,5079,No,4,3,0,No,0.09766548169036174,Faible
991,Research & Development,Research Scientist,Male,1,2321,Yes,1,3,1,Yes,0.8565347967736923,Élevé
992,Sales,Manager,Male,4,17444,No,3,3,6,No,0.4194943132299468,Moyen
994,Research & Development,Research Scientist,Female,1,2404,Yes,1,3,0,Yes,0.906607075542077,Élevé
995,Research & Development,Research Scientist,Female,1,3452,No,4,3,0,No,0.17110807533197062,Faible
996,Research & Development,Laboratory Technician,Female,1,2270,No,4,3,0,No,0.04433330327401094,Faible
997,Research & Development,Research Director,Male,4,17399,No,4,2,1,No,0.014502085071437932,Faible
998,Research & Development,Healthcare Representative,Female,2,5488,Yes,2,3,1,No,0.49892507355413657,Moyen
999,Research & Development,Research Director,Male,5,19419,No,3,4,0,No,0.010149755173121689,Faible
1001,Research & Development,Laboratory Technician,Female,1,2811,No,2,3,2,No,0.8536678508931672,Élevé
1002,Research & Development,Laboratory Technician,Male,2,3633,Yes,1,3,0,No,0.49469786286307765,Moyen
1003,Sales,Sales Executive,Female,2,4163,Yes,4,3,0,No,0.33403557136984297,Moyen
1004,Research & Development,Research Scientist,Female,1,2132,Yes,3,3,0,Yes,0.8657367123213955,Élevé
1005,Research & Development,Manufacturing Director,Male,4,13973,Yes,3,3,1,No,0.06834931210680426,Faible
1006,Research & Development,Research Scientist,Male,1,2684,No,3,2,0,No,0.08631677408857089,Faible
1007,Research & Development,Manufacturing Director,Male,3,10845,No,3,3,0,No,0.03859808240286273,Faible
1009,Research & Development,Manufacturing Director,Female,2,4377,No,3,3,3,No,0.08293125656047295,Faible
1010,Research & Development,Laboratory Technician,Male,1,3743,Yes,2,1,0,Yes,0.7934124600597385,Élevé
1011,Research & Development,Manufacturing Director,Female,2,4148,No,1,3,0,No,0.1485251404657389,Faible
1012,Research & Development,Research Scientist,Male,1,1051,No,4,3,0,No,0.26579111881480755,Faible
1013,Research & Development,Manufacturing Director,Female,3,10739,No,3,3,0,No,0.035832631998345084,Faible
1014,Research & Development,Healthcare Representative,Female,3,10388,Yes,3,2,10,No,0.7258445573980572,Élevé
1015,Research & Development,Research Director,Female,3,11416,Yes,1,2,1,No,0.11892543007050191,Faible
1016,Research & Development,Research Scientist,Female,1,2600,Yes,1,3,0,Yes,0.8247131612939823,Élevé
1017,Research & Development,Laboratory Technician,Female,1,2422,No,2,3,1,Yes,0.7080417651502394,Élevé
1018,Research & Development,Manufacturing Director,Male,2,5472,No,4,3,1,No,0.03451352858817501,Faible
1019,Research & Development,Laboratory Technician,Male,1,2451,No,1,2,1,No,0.7830342097446907,Élevé
1022,Research & Development,Healthcare Representative,Male,2,4240,No,3,3,2,No,0.27525802851006015,Faible
1024,Research & Development,Healthcare Representative,Male,3,10999,No,3,3,4,No,0.08903274634589131,Faible
1025,Research & Development,Manufacturing Director,Female,2,5003,No,3,3,2,No,0.25872722654241254,Faible
1026,Research & Development,Manufacturing Director,Female,4,12742,No,4,3,11,No,0.03023986030788801,Faible
1027,Research & Development,Manufacturing Director,Female,2,4227,No,4,3,2,No,0.07435499064529966,Faible
1028,Research & Development,Laboratory Technician,Male,1,3917,No,4,2,1,No,0.39198076636047124,Moyen
1029,Sales,Manager,Male,5,18303,No,3,4,0,No,0.27750230758565114,Faible
1030,Research & Development,Laboratory Technician,Male,1,2380,No,4,3,0,No,0.3704840653145881,Moyen
1032,Research & Development,Manufacturing Director,Female,4,13726,Yes,4,3,4,No,0.19601811332944988,Faible
1033,Research & Development,Healthcare Representative,Female,2,4777,No,2,1,0,Yes,0.4751601448134717,Moyen
1034,Research & Development,Healthcare Representative,Male,2,6385,Yes,2,3,6,No,0.5139018337281808,Moyen
1035,Research & Development,Research Director,Female,5,19973,No,3,3,5,No,0.012680064362649807,Faible
1036,Sales,Sales Executive,Male,2,6861,Yes,4,3,0,No,0.8833416601775658,Élevé
1037,Sales,Sales Executive,Male,2,4969,No,1,3,2,Yes,0.9535787298504111,Élevé
1038,Sales,Manager,Female,5,19845,No,4,3,6,Yes,0.025097682164220685,Faible
1039,Sales,Sales Executive,Female,4,13320,Yes,4,3,11,No,0.19142284627336809,Faible
1040,Sales,Sales Executive,Female,2,6347,No,3,3,0,No,0.0105544722917458,Faible
1042,Research & Development,Laboratory Technician,Female,1,2743,No,1,3,15,Yes,0.3420777841418556,Moyen
1043,Research & Development,Manufacturing Director,Female,3,10880,Yes,1,3,2,No,0.4788668628536742,Moyen
1044,Sales,Sales Representative,Female,1,2342,No,4,2,2,No,0.3052216650305574,Faible
1045,Sales,Manager,Female,4,17650,No,4,4,1,No,0.020869666046456892,Faible
1046,Research & Development,Laboratory Technician,Female,1,4025,No,3,3,7,No,0.8414844039732907,Élevé
1047,Sales,Sales Executive,Male,2,9725,No,4,2,0,No,0.055264985265767744,Faible
1048,Sales,Manager,Male,3,11904,Yes,4,1,0,No,0.315596208202738,Faible
1049,Human Resources,Human Resources,Male,1,2177,No,2,3,0,No,0.47893118222750203,Moyen
1050,Sales,Sales Executive,Female,3,7525,No,2,3,6,No,0.16142305943626756,Faible
1052,Research & Development,Laboratory Technician,Male,2,4834,No,3,2,0,Yes,0.7412655690243409,Élevé
1053,Research & Development,Research Scientist,Male,1,2042,Yes,1,3,1,Yes,0.9302309078703103,Élevé
1055,Sales,Sales Representative,Female,1,2220,Yes,3,3,0,No,0.6108813392773298,Moyen
1056,Sales,Sales Representative,Male,1,1052,No,2,3,0,No,0.5700455486744439,Moyen
1060,Research & Development,Research Scientist,Male,1,2821,No,3,3,2,No,0.1327801772102164,Faible
1061,Research & Development,Research Director,Male,5,19237,Yes,3,2,7,No,0.10037302804207607,Faible
1062,Research & Development,Healthcare Representative,Female,2,4107,No,2,2,0,No,0.2432207803441072,Faible
1066,Sales,Sales Executive,Male,2,8396,No,1,2,7,No,0.6907608692306041,Élevé
1068,Research & Development,Research Scientist,Female,1,2007,No,3,3,1,No,0.09297953321084675,Faible
1069,Research & Development,Research Director,Male,5,19627,No,4,3,2,No,0.027874892166307924,Faible
1070,Sales,Sales Executive,Female,3,10686,No,3,3,7,No,0.46121104297416693,Moyen
1071,Research & Development,Research Scientist,Female,1,2942,No,3,3,0,No,0.01929515829182821,Faible
1073,Research & Development,Manufacturing Director,Female,3,8858,No,4,2,7,No,0.12774771792197992,Faible
1074,Research & Development,Manager,Male,4,16756,No,1,4,6,No,0.1554877554756284,Faible
1076,Sales,Sales Executive,Male,3,10798,No,4,3,0,No,0.33332884029125054,Moyen
1077,Sales,Sales Representative,Female,1,2323,Yes,4,3,0,Yes,0.9390768261779892,Élevé
1079,Research & Development,Laboratory Technician,Female,1,1416,No,1,2,1,Yes,0.7856901519142444,Élevé
1080,Research & Development,Research Scientist,Female,2,4615,Yes,1,3,1,No,0.24031093729952377,Faible
1081,Research & Development,Research Scientist,Male,1,2461,Yes,3,4,2,Yes,0.356958789138059,Moyen
1082,Research & Development,Healthcare Representative,Male,3,8722,No,1,2,1,Yes,0.4640155935177121,Moyen
1083,Research & Development,Laboratory Technician,Male,1,3955,No,1,3,1,No,0.49962737195421647,Moyen
1084,Research & Development,Manufacturing Director,Male,2,9957,No,1,2,0,No,0.10271450300554803,Faible
1085,Research & Development,Research Scientist,Female,1,3376,No,3,3,0,No,0.021836121257774028,Faible
1088,Research & Development,Healthcare Representative,Female,3,8823,No,3,2,1,No,0.020156549472633307,Faible
1092,Research & Development,Healthcare Representative,Male,3,10322,No,4,3,11,No,0.5210370829041531,Moyen
1094,Research & Development,Laboratory Technician,Male,1,4621,No,3,3,1,No,0.20124051532957168,Faible
1096,Research & Development,Manufacturing Director,Male,3,10976,No,2,3,1,No,0.018759531313604586,Faible
1097,Research & Development,Research Scientist,Female,2,3660,No,3,4,1,No,0.05023185959603247,Faible
1098,Human Resources,Human Resources,Male,3,10482,No,1,3,3,Yes,0.21858555480833833,Faible
1099,Research & Development,Healthcare Representative,Male,3,7119,No,4,3,1,No,0.12602029605700887,Faible
1100,Sales,Sales Executive,Male,3,9582,Yes,1,3,4,Yes,0.8340375670290954,Élevé
1101,Research & Development,Research Scientist,Female,2,4508,No,3,3,3,Yes,0.45168782415467096,Moyen
1102,Research & Development,Laboratory Technician,Male,1,2207,No,3,2,2,No,0.3791537408020564,Moyen
1103,Research & Development,Healthcare Representative,Male,2,7756,No,4,2,0,No,0.1942007112547609,Faible
1105,Sales,Sales Executive,Female,2,6694,Yes,4,3,0,No,0.4306003131320759,Moyen
1106,Research & Development,Laboratory Technician,Male,1,3691,Yes,4,4,5,Yes,0.48728712590962237,Moyen
1107,Research & Development,Laboratory Technician,Male,1,2377,No,3,2,0,Yes,0.703446826301282,Élevé
1108,Research & Development,Research Scientist,Male,1,2313,Yes,2,3,2,Yes,0.9729765059532025,Élevé
1109,Research & Development,Manager,Male,4,17665,No,1,3,13,No,0.04662213665261797,Faible
1111,Research & Development,Laboratory Technician,Male,1,2596,No,2,3,0,Yes,0.6843902395952967,Élevé
1113,Sales,Sales Executive,Male,2,4728,Yes,3,3,0,Yes,0.8106189558502851,Élevé
1114,Sales,Sales Executive,Female,2,4302,No,2,3,0,No,0.16235306786344625,Faible
1115,Research & Development,Research Scientist,Male,1,2979,No,4,3,0,No,0.035998991512897,Faible
1116,Research & Development,Manager,Male,4,16885,No,4,2,2,No,0.026961764796000254,Faible
1117,Sales,Sales Executive,Female,2,5593,No,3,3,4,No,0.03643717859561991,Faible
1118,Research & Development,Healthcare Representative,Male,3,10445,No,2,3,4,No,0.2724930732581468,Faible
1119,Sales,Sales Executive,Male,3,8740,Yes,3,3,2,No,0.531934262140209,Moyen
1120,Research & Development,Research Scientist,Female,1,2514,No,4,3,1,No,0.13078384459685627,Faible
1121,Research & Development,Manufacturing Director,Female,3,7655,No,2,2,1,No,0.008446579606255044,Faible
1124,Sales,Manager,Male,4,17465,No,3,3,4,No,0.05666401920261991,Faible
1125,Sales,Sales Executive,Male,3,7351,No,2,3,0,No,0.7380013665008078,Élevé
1126,Research & Development,Manufacturing Director,Female,3,10820,No,1,3,0,No,0.386596416052367,Moyen
1127,Research & Development,Healthcare Representative,Male,4,12169,No,4,3,11,Yes,0.4355470685335438,Moyen
1128,Research & Development,Research Director,Male,5,19626,No,3,4,4,No,0.0670292457482545,Faible
1131,Research & Development,Research Scientist,Female,1,2070,Yes,2,4,2,No,0.6530426935472099,Moyen
1132,Research & Development,Laboratory Technician,Male,2,6782,No,2,2,0,No,0.7321426001979625,Élevé
1133,Research & Development,Manufacturing Director,Male,2,7779,No,4,3,0,No,0.16714485965342113,Faible
1135,Sales,Sales Representative,Male,1,2791,No,4,3,2,No,0.6150536345673706,Moyen
1136,Research & Development,Research Scientist,Male,1,3201,No,2,1,0,No,0.10528159861290279,Faible
1137,Sales,Sales Executive,Male,2,4968,No,4,3,0,No,0.27167842905576445,Faible
1138,Sales,Sales Executive,Male,4,13120,No,2,3,2,No,0.26877916640533805,Faible
1140,Research & Development,Manufacturing Director,Male,2,4033,No,3,2,0,No,0.2548752879102489,Faible
1143,Research & Development,Research Scientist,Female,1,3291,No,2,2,1,No,0.05612630969482004,Faible
1148,Research & Development,Laboratory Technician,Male,2,4272,No,4,3,0,No,0.8206775563405817,Élevé
1150,Research & Development,Manufacturing Director,Male,2,5056,Yes,4,2,1,No,0.3862579718280002,Moyen
1152,Human Resources,Human Resources,Male,1,2844,No,3,4,5,No,0.13844044833776536,Faible
1154,Research & Development,Research Scientist,Male,1,2703,Yes,3,3,0,No,0.5547227587049184,Moyen
1156,Research & Development,Laboratory Technician,Male,1,1904,No,3,3,0,Yes,0.6752182664104047,Élevé
1157,Sales,Sales Executive,Female,2,8224,Yes,1,3,0,Yes,0.9030118945435058,Élevé
1158,Research & Development,Laboratory Technician,Male,1,4766,Yes,4,3,0,No,0.8887344487560944,Élevé
1160,Research & Development,Laboratory Technician,Male,1,2610,No,3,2,2,Yes,0.572083367953365,Moyen
1161,Research & Development,Healthcare Representative,Female,2,5731,No,4,3,1,No,0.3002638957485035,Faible
1162,Research & Development,Research Scientist,Male,1,2539,No,3,3,2,No,0.1735545491148886,Faible
1163,Sales,Sales Executive,Female,2,5714,No,3,2,1,No,0.2759597960850674,Faible
1164,Human Resources,Human Resources,Male,1,4323,No,3,1,1,No,0.3712175840241954,Moyen
1165,Sales,Sales Executive,Female,3,7336,No,1,1,3,Yes,0.2993593767163941,Faible
1166,Research & Development,Research Director,Female,3,13499,No,3,2,2,No,0.16403241458556675,Faible
1167,Sales,Sales Executive,Male,4,13758,Yes,1,2,13,Yes,0.908744496258719,Élevé
1171,Sales,Sales Executive,Male,2,5155,No,1,4,1,No,0.728135890985956,Élevé
1172,Research & Development,Laboratory Technician,Male,1,2258,No,3,3,1,No,0.37645989694467985,Moyen
1173,Research & Development,Laboratory Technician,Male,1,3597,No,2,3,1,No,0.9101553625624108,Élevé
1175,Research & Development,Laboratory Technician,Female,1,2515,Yes,4,2,0,Yes,0.6495511195607194,Moyen
1177,Research & Development,Laboratory Technician,Male,1,4420,No,4,3,0,No,0.09836932515841147,Faible
1179,Sales,Sales Executive,Male,2,6578,No,3,3,1,No,0.29851717867251215,Faible
1180,Research & Development,Research Scientist,Female,2,4422,Yes,4,1,0,No,0.5115113981123856,Moyen
1182,Research & Development,Manufacturing Director,Male,3,10274,No,2,4,6,No,0.07513903729953082,Faible
1184,Research & Development,Healthcare Representative,Male,2,5343,No,1,3,4,No,0.24527054439090437,Faible
1185,Research & Development,Laboratory Technician,Male,1,2376,No,4,4,2,No,0.44778199498255417,Moyen
1188,Sales,Sales Executive,Female,2,5346,No,3,2,1,Yes,0.8859264684820523,Élevé
1190,Sales,Sales Representative,Female,1,2827,No,1,3,0,No,0.1954086890339945,Faible
1191,Research & Development,Manager,Female,5,19943,No,1,3,4,No,0.03251072331481352,Faible
1192,Research & Development,Laboratory Technician,Female,1,3131,No,4,3,0,No,0.039752916963986334,Faible
1193,Research & Development,Research Scientist,Male,1,2552,No,1,3,0,No,0.39069395908009946,Moyen
1195,Research & Development,Research Scientist,Female,1,4477,Yes,3,2,0,No,0.22543587641440369,Faible
1196,Research & Development,Manufacturing Director,Female,2,6474,No,4,2,3,No,0.010982474127303316,Faible
1198,Research & Development,Laboratory Technician,Male,1,3033,No,3,2,1,No,0.8350771070395944,Élevé
1200,Research & Development,Research Scientist,Male,1,2936,Yes,3,3,0,Yes,0.46533444884964176,Moyen
1201,Research & Development,Manager,Female,5,18606,No,3,3,4,No,0.0030658501481545045,Faible
1202,Research & Development,Research Scientist,Female,1,2168,Yes,4,2,1,No,0.39102705163098467,Moyen
1203,Research & Development,Research Scientist,Male,1,2853,Yes,4,3,0,Yes,0.603043662968314,Moyen
1204,Sales,Manager,Female,4,17048,No,1,3,15,No,0.5266116679012771,Moyen
1206,Research & Development,Research Scientist,Male,1,2290,No,3,3,0,No,0.2990242014935533,Faible
1207,Human Resources,Human Resources,Male,1,3600,No,3,3,1,No,0.15277581084546715,Faible
1210,Research & Development,Research Scientist,Male,1,2107,No,1,1,0,Yes,0.4652452672733777,Moyen
1211,Sales,Sales Executive,Male,2,4115,No,1,3,0,No,0.5352603655717225,Moyen
1212,Sales,Sales Executive,Male,2,4327,No,2,3,0,No,0.49535123476065224,Moyen
1215,Research & Development,Manager,Female,4,17856,No,1,3,2,No,0.010782914150664976,Faible
1216,Research & Development,Laboratory Technician,Male,1,3196,No,1,3,3,No,0.3777758089471813,Moyen
1217,Research & Development,Research Director,Male,5,19081,No,2,3,0,No,0.03759968886501006,Faible
1218,Sales,Sales Executive,Male,2,8966,Yes,1,3,1,No,0.29459690674258054,Faible
1219,Research & Development,Laboratory Technician,Female,1,2210,No,2,1,0,Yes,0.5082480726663676,Moyen
1220,Sales,Sales Executive,Female,2,4539,No,3,2,0,No,0.4991286067695411,Moyen
1221,Research & Development,Laboratory Technician,Male,1,2741,No,3,3,1,No,0.14103211956294257,Faible
1224,Research & Development,Laboratory Technician,Male,2,3491,No,3,2,8,No,0.2270880751790924,Faible
1225,Research & Development,Research Scientist,Male,2,4541,No,4,3,13,No,0.11874465885451532,Faible
1226,Sales,Sales Representative,Male,1,2678,No,4,3,2,No,0.7036329979198054,Élevé
1228,Research & Development,Manufacturing Director,Male,2,7379,No,4,2,1,No,0.05256073751161955,Faible
1231,Human Resources,Human Resources,Male,2,6272,No,1,4,0,No,0.2271664171302979,Faible
